id,supplier,item,description,cost,status,date,product_key_manual,supplier_norm,text_norm,text_norm_compact,matched_key,product_id,product_name,vendor_name,confidence,method
REQ79066,Wiz Inc,Cisco FP2K + M i c r o s o f t 3 6 5 E5 + CrowdStrike Falcon,"As part of our cloud security strategy, the acquisition of Cisco FP2K is being processed via Wiz Inc. This initiative includes additional modules for Z$caler IA, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",8805.11,CANCELLED,08/03/2024,,wiz inc,"wiz inc cisco fp2k + m i c r o s o f t 3 6 5 e5 + crowdstrike falcon as part of our cloud security strategy, the acquisition of cisco fp2k is being processed via wiz inc. this initiative includes additional modules for z$caler ia, supporting both emea and apac operations. justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.","wizincciscofp2k+microsoft365e5+crowdstrikefalconaspartofourcloudsecuritystrategy,theacquisitionofciscofp2kisbeingprocessedviawizinc.thisinitiativeincludesadditionalmodulesforz$caleria,supportingbothemeaandapacoperations.justificationforthisprocurementistiedtozerotrustarchitectureadoptionandenhancedincidentresponsereadiness.",falcon,PROD002,CrowdStrike Falcon Enterprise,CrowdStrike,medium,keyword
REQ59834,Cisco Systems,Z$caler IA + Wiz Defnd,"Procurement of Zscaler Internet Access is being prioritised under the FY23 budget allocation for security enhancements. The acquisition, handled through Cisco Systems, addresses critical gaps identified in the last compliance audit. The package will also integrate with Tanium Endpoint to improve overall coverage in APAC.",404069.09,DRAFT,24/03/2025,,cisco systems,"cisco systems z$caler ia + wiz defnd procurement of zscaler internet access is being prioritised under the fy23 budget allocation for security enhancements. the acquisition, handled through cisco systems, addresses critical gaps identified in the last compliance audit. the package will also integrate with tanium endpoint to improve overall coverage in apac.","ciscosystemsz$caleria+wizdefndprocurementofzscalerinternetaccessisbeingprioritisedunderthefy23budgetallocationforsecurityenhancements.theacquisition,handledthroughciscosystems,addressescriticalgapsidentifiedinthelastcomplianceaudit.thepackagewillalsointegratewithtaniumendpointtoimproveoverallcoverageinapac.",zscaler internet access,PROD007,Zscaler Internet Access,Zscaler,medium,keyword
REQ25096,Microsoft Corp,Zscaler Internet Access + M i c r o s o f t 3 6 5 E5 + Cisco FP2K,"Annual renewal and capacity expansion of Zscaler IA for EMEA teams is required to maintain defensive posture. This transaction via Microsoft Corp also bundles WizDefnd licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q3 following testing in staging environments.",416852.83,CANCELLED,30/06/2023,,microsoft corp,"microsoft corp zscaler internet access + m i c r o s o f t 3 6 5 e5 + cisco fp2k annual renewal and capacity expansion of zscaler ia for emea teams is required to maintain defensive posture. this transaction via microsoft corp also bundles wizdefnd licenses, ensuring integrated controls across multiple vectors. implementation will be handled in q3 following testing in staging environments.","microsoftcorpzscalerinternetaccess+microsoft365e5+ciscofp2kannualrenewalandcapacityexpansionofzscaleriaforemeateamsisrequiredtomaintaindefensiveposture.thistransactionviamicrosoftcorpalsobundleswizdefndlicenses,ensuringintegratedcontrolsacrossmultiplevectors.implementationwillbehandledinq3followingtestinginstagingenvironments.",zscaler ia,PROD007,Zscaler Internet Access,Zscaler,medium,keyword
REQ32037,CrowdStrike Inc,Wiz Cl0ud + Tanium,"Procurement of WizCld is being prioritised under the FY25 budget allocation for security enhancements. The acquisition, handled through CrowdStrike Inc, addresses critical gaps identified in the last compliance audit. The package will also integrate with Firepower 2K series to improve overall coverage in APAC.",267649.39,PENDING,16/12/2024,,crowdstrike inc,"crowdstrike inc wiz cl0ud + tanium procurement of wizcld is being prioritised under the fy25 budget allocation for security enhancements. the acquisition, handled through crowdstrike inc, addresses critical gaps identified in the last compliance audit. the package will also integrate with firepower 2k series to improve overall coverage in apac.","crowdstrikeincwizcl0ud+taniumprocurementofwizcldisbeingprioritisedunderthefy25budgetallocationforsecurityenhancements.theacquisition,handledthroughcrowdstrikeinc,addressescriticalgapsidentifiedinthelastcomplianceaudit.thepackagewillalsointegratewithfirepower2kseriestoimproveoverallcoverageinapac.",,,,,low,fallback
REQ92306,Cisco Systems,Cisco FP2K + Wiz Defnd + TaniumMgmt,"Following the results of our latest vulnerability assessment, we are initiating the procurement of Cisco FP-2100 to replace outdated solutions currently deployed across EMEA operations. This request, coordinated via Cisco Systems, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for Tanium to enhance layered security and comply with internal audit requirements.",323280.96,CANCELLED,09/10/2024,,cisco systems,"cisco systems cisco fp2k + wiz defnd + taniummgmt following the results of our latest vulnerability assessment, we are initiating the procurement of cisco fp-2100 to replace outdated solutions currently deployed across emea operations. this request, coordinated via cisco systems, is part of our broader cyber resilience program. additionally, this order includes partial licensing for tanium to enhance layered security and comply with internal audit requirements.","ciscosystemsciscofp2k+wizdefnd+taniummgmtfollowingtheresultsofourlatestvulnerabilityassessment,weareinitiatingtheprocurementofciscofp2100toreplaceoutdatedsolutionscurrentlydeployedacrossemeaoperations.thisrequest,coordinatedviaciscosystems,ispartofourbroadercyberresilienceprogram.additionally,thisorderincludespartiallicensingfortaniumtoenhancelayeredsecurityandcomplywithinternalauditrequirements.",,,,,low,fallback
REQ50685,WWT,CrowdStrike Falcon + WizDefnd + O365 E5,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of CrowdStrike Falcon. This purchase, processed via WWT, will complement our existing deployment of Tanium and ensure coverage for 609 users in APAC. Budget reallocation approved by the CISO on 2024-07-16.",42981.85,DRAFT,04/11/2025,,wwt,"wwt crowdstrike falcon + wizdefnd + o365 e5 in response to recent threat intelligence reports, it security has recommended immediate onboarding of crowdstrike falcon. this purchase, processed via wwt, will complement our existing deployment of tanium and ensure coverage for 609 users in apac. budget reallocation approved by the ciso on 2024-07-16.","wwtcrowdstrikefalcon+wizdefnd+o365e5inresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingofcrowdstrikefalcon.thispurchase,processedviawwt,willcomplementourexistingdeploymentoftaniumandensurecoveragefor609usersinapac.budgetreallocationapprovedbythecisoon20240716.",falcon,PROD002,CrowdStrike Falcon Enterprise,CrowdStrike,medium,keyword
REQ18109,WWT,Wiz Cl0ud + Microsoft E5 + Cisco FP-2100,"As part of our cloud security strategy, the acquisition of Wiz Cloud is being processed via WWT. This initiative includes additional modules for Tanium Endpoint, supporting both EMEA and APAC operations. Justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.",24375.35,ORDERED,18/06/2025,,wwt,"wwt wiz cl0ud + microsoft e5 + cisco fp-2100 as part of our cloud security strategy, the acquisition of wiz cloud is being processed via wwt. this initiative includes additional modules for tanium endpoint, supporting both emea and apac operations. justification for this procurement is tied to zero-trust architecture adoption and enhanced incident response readiness.","wwtwizcl0ud+microsofte5+ciscofp2100aspartofourcloudsecuritystrategy,theacquisitionofwizcloudisbeingprocessedviawwt.thisinitiativeincludesadditionalmodulesfortaniumendpoint,supportingbothemeaandapacoperations.justificationforthisprocurementistiedtozerotrustarchitectureadoptionandenhancedincidentresponsereadiness.",wiz cloud,PROD004,Wiz Cloud,Wiz,medium,keyword
REQ94843,Cisco Systems,Wiz Defend + M i c r o s o f t 3 6 5 E5 + Cisco FP2K,"Following the results of our latest vulnerability assessment, we are initiating the procurement of Wiz Defnd to replace outdated solutions currently deployed across APAC operations. This request, coordinated via Cisco Systems, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for Z$caler IA to enhance layered security and comply with internal audit requirements.",145652.75,PENDING,13/11/2024,,cisco systems,"cisco systems wiz defend + m i c r o s o f t 3 6 5 e5 + cisco fp2k following the results of our latest vulnerability assessment, we are initiating the procurement of wiz defnd to replace outdated solutions currently deployed across apac operations. this request, coordinated via cisco systems, is part of our broader cyber resilience program. additionally, this order includes partial licensing for z$caler ia to enhance layered security and comply with internal audit requirements.","ciscosystemswizdefend+microsoft365e5+ciscofp2kfollowingtheresultsofourlatestvulnerabilityassessment,weareinitiatingtheprocurementofwizdefndtoreplaceoutdatedsolutionscurrentlydeployedacrossapacoperations.thisrequest,coordinatedviaciscosystems,ispartofourbroadercyberresilienceprogram.additionally,thisorderincludespartiallicensingforz$caleriatoenhancelayeredsecurityandcomplywithinternalauditrequirements.",wiz defend,PROD005,Wiz Defend,Wiz,medium,keyword
REQ97833,Cisco Systems,MS 365 E5 + Z$caler IA,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Microsft 365 E5. This purchase, processed via Cisco Systems, will complement our existing deployment of Tanium Endpoint and ensure coverage for 2915 users in APAC. Budget reallocation approved by the CISO on 2024-09-26.",184104.91,CANCELLED,24/09/2024,,cisco systems,"cisco systems ms 365 e5 + z$caler ia in response to recent threat intelligence reports, it security has recommended immediate onboarding of microsft 365 e5. this purchase, processed via cisco systems, will complement our existing deployment of tanium endpoint and ensure coverage for 2915 users in apac. budget reallocation approved by the ciso on 2024-09-26.","ciscosystemsms365e5+z$caleriainresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingofmicrosft365e5.thispurchase,processedviaciscosystems,willcomplementourexistingdeploymentoftaniumendpointandensurecoveragefor2915usersinapac.budgetreallocationapprovedbythecisoon20240926.",,,,,low,fallback
REQ96760,Wiz Inc,CrowdStrike EDR + Tanium + Cisco FP-2100,"Following the results of our latest vulnerability assessment, we are initiating the procurement of CrowdStrike Falcon to replace outdated solutions currently deployed across APAC operations. This request, coordinated via Wiz Inc, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for O365 E5 to enhance layered security and comply with internal audit requirements.",94518.75,PENDING,15/06/2025,,wiz inc,"wiz inc crowdstrike edr + tanium + cisco fp-2100 following the results of our latest vulnerability assessment, we are initiating the procurement of crowdstrike falcon to replace outdated solutions currently deployed across apac operations. this request, coordinated via wiz inc, is part of our broader cyber resilience program. additionally, this order includes partial licensing for o365 e5 to enhance layered security and comply with internal audit requirements.","wizinccrowdstrikeedr+tanium+ciscofp2100followingtheresultsofourlatestvulnerabilityassessment,weareinitiatingtheprocurementofcrowdstrikefalcontoreplaceoutdatedsolutionscurrentlydeployedacrossapacoperations.thisrequest,coordinatedviawizinc,ispartofourbroadercyberresilienceprogram.additionally,thisorderincludespartiallicensingforo365e5toenhancelayeredsecurityandcomplywithinternalauditrequirements.",falcon,PROD002,CrowdStrike Falcon Enterprise,CrowdStrike,medium,keyword
